pair_id,window,sequence,frame,threshold_tier,retention_tier,elevated,pressure,frame_sha256,backend
1,control,2011_09_26_drive_0014_sync,6,NANO,NANO,False,0.862,122ec9ba8ec0024f09fc48d767260f0414eb03b139b429c2afcda4b048a18f39,onnx
1,control,2011_09_26_drive_0014_sync,7,NANO,NANO,False,0.862,87259b340663a36399d04c132959fcf8fbf4277e4f70cb40dddf20bf115e0290,onnx
1,control,2011_09_26_drive_0014_sync,8,NANO,NANO,False,0.862,2bf63b9eb8691ac90eb780fee092b2b426eb6fe4a05a14ca8b93da76ff83bdf3,onnx
1,control,2011_09_26_drive_0014_sync,9,NANO,NANO,False,0.862,9102f7caea38abff89f932ea4843be456cfa7d19fe7c98256dc296bd3e37e4d8,onnx
2,event,2011_09_26_drive_0014_sync,179,NANO,NANO,False,0.862,bd8f35128a89d82e17c465cfe983550a90b03692a37b970fe3a3266a167988bf,onnx
2,event,2011_09_26_drive_0014_sync,180,NANO,NANO,False,0.862,1dce99f3505ef9cf8ae34b0492b269d2636d8db0b97d843ee743cd80b4bf4d7e,onnx
2,event,2011_09_26_drive_0014_sync,181,NANO,NANO,False,0.862,01c30d02c43696c59452955a94f5abcba7e04cb1b3cb38c2c79ac1206b8f00a4,onnx
2,event,2011_09_26_drive_0014_sync,182,NANO,NANO,False,0.862,9f757cbc6a386d7d77dd0eb2d8181086cb90a01300009888741ac0054c2c198b,onnx
2,event,2011_09_26_drive_0014_sync,183,NANO,NANO,False,0.862,87e048555f06ae6de3392737caf3c0c339ae3c2fac52f5fa8796cb408d38fed8,onnx
2,control,2011_09_26_drive_0014_sync,15,NANO,NANO,False,0.862,d0b85dd0515c1557b1520ad66b9fe2ba877df6324cd7b07b2862d3f0199e1353,onnx
2,control,2011_09_26_drive_0014_sync,16,NANO,NANO,False,0.862,95e8a3e919f5a965b68e0894c56044770292cf5353811741bd8364fbe61f9779,onnx
2,control,2011_09_26_drive_0014_sync,17,NANO,NANO,False,0.862,1da78794fbdefbfc12152724495429e2ed2645e8dc1954d7fe3835ed9a542b8e,onnx
2,control,2011_09_26_drive_0014_sync,18,NANO,NANO,False,0.862,bfacf1b9c1a2395d3b7864d08001d0e335fc49c939ca7717e6d1c6bfb2d06065,onnx
2,control,2011_09_26_drive_0014_sync,19,NANO,NANO,False,0.862,29e91234d069400eefac95db0428d041dc01992dd5f1f34cc1b1800d876e1687,onnx
3,event,2011_09_26_drive_0014_sync,215,NANO,NANO,False,0.862,157e1912834db90701afad93873c9daaa9000ddc344e83873bb89e672886a745,onnx
3,event,2011_09_26_drive_0014_sync,216,NANO,NANO,False,0.862,6befef8c613bd198dbd8cabd88332e817a1d6b714999894c1de3a95bb35ea14f,onnx
3,event,2011_09_26_drive_0014_sync,217,NANO,NANO,False,0.862,8934e67f73c2bd7572af8afbc7adf71ee5058b77b45364ab46638bb3eb41e1c5,onnx
3,event,2011_09_26_drive_0014_sync,218,NANO,NANO,False,0.862,2bbac10557a2f5080a39c5c3d4d5de3d00a5f73dea0fe1557dd5fc6195913936,onnx
3,event,2011_09_26_drive_0014_sync,219,NANO,NANO,False,0.862,521f98b4d514569b59a7d2d07a56e7759e925560e6f240089beea82e58066746,onnx
3,control,2011_09_26_drive_0014_sync,25,NANO,NANO,False,0.862,5cc7dd304210c908793c9570160070779fad3477bf2f5cf572ba73497324d69c,onnx
3,control,2011_09_26_drive_0014_sync,26,NANO,NANO,False,0.862,b5888d3d8766bd22ce364ba1d9421573f17d8bcf44523662d55716912899a4da,onnx
3,control,2011_09_26_drive_0014_sync,27,NANO,NANO,False,0.862,a8a1a6f0433079b31f559ffa03d90ebde090adf88e1c672c7ff3a2c7e59e9485,onnx
3,control,2011_09_26_drive_0014_sync,28,NANO,NANO,False,0.862,8ba9d8aa0ef6e2b840bd3c6296a6cc29dfeedc48e5f279bb0e8fb3c27bba2778,onnx
3,control,2011_09_26_drive_0014_sync,29,NANO,NANO,False,0.862,f8c8a6f653cedefeba0291535205922938c759e83471806e6f1d3f287065f18d,onnx
4,event,2011_09_26_drive_0014_sync,290,NANO,NANO,False,0.862,fb487f87852ddf6128670cac05cb4cfac95b9d71b280c399b65a800afb1abaee,onnx
4,event,2011_09_26_drive_0014_sync,291,NANO,NANO,False,0.862,8cb63b40c4f4d8a1c88e9cf19e32705792fb109940e1f8504063cd6e6e11486b,onnx
4,event,2011_09_26_drive_0014_sync,292,NANO,NANO,False,0.862,1771ab258daf0cddd492bf812be04182956dfdcc78c9ce34434ce65fb89ec9e7,onnx
4,event,2011_09_26_drive_0014_sync,293,NANO,NANO,False,0.862,fe1ce6b8b599f8e304169d899e28e42d1b4558ddd5c0bd629f3fe01070f57a92,onnx
4,event,2011_09_26_drive_0014_sync,294,NANO,NANO,False,0.862,27712cb34683edbd164966dc5b26ede645add4e7daaf7a18a1c5f06ae51c817d,onnx
4,control,2011_09_26_drive_0014_sync,35,NANO,NANO,False,0.862,03fd5a89c8a648168446945f59c9c81355270320626f8282eb1d5d9e3e80fddd,onnx
4,control,2011_09_26_drive_0014_sync,36,NANO,NANO,False,0.862,df8b81a7c7f00ccb4417df89a61067185f379ddd355ce9a09c6465df5746d598,onnx
4,control,2011_09_26_drive_0014_sync,37,NANO,NANO,False,0.862,038572a941f04ce9d75b5b24cfdb67f1d1ec9caf8d4b2502ce85ec4e74a30da4,onnx
4,control,2011_09_26_drive_0014_sync,38,NANO,NANO,False,0.862,0ac22b74df05685728b3b5d9af5165ad1e325480d5324e704f3c2485193a0ffb,onnx
4,control,2011_09_26_drive_0014_sync,39,NANO,NANO,False,0.862,2b6c9300132af05c82d359466bee7c343c64d40b81732790b7b6e0e1c701d174,onnx
5,event,2011_09_26_drive_0019_sync,80,NANO,NANO,False,0.862,671c4245a24f4e081320cc3e0b59c96dc3eef858b5627e22f4693bd91fb31518,onnx
5,event,2011_09_26_drive_0019_sync,81,NANO,NANO,False,0.862,8f86864a05ce642319a2de54faf6fdbe452f5001d62d8e8328671bc675153e53,onnx
5,event,2011_09_26_drive_0019_sync,82,NANO,NANO,False,0.862,7d641590075ddf8f61b3d884499d2f18c86170800aecda62b856af8a2c87a105,onnx
5,event,2011_09_26_drive_0019_sync,83,NANO,NANO,False,0.862,fac36179f2f2888763fc4ebe55a03c77c8f27debc8b4f06d682933aedd7cff83,onnx
5,event,2011_09_26_drive_0019_sync,84,NANO,NANO,False,0.862,1a0df79ca8e7b3fe5ab15dfe8b840c0b0acbc78ba3a5b0e52f62a215f8360484,onnx
5,control,2011_09_26_drive_0019_sync,25,NANO,NANO,False,0.862,5a901a885783f499c84ae5985a77d7ce87a006cb92350a7edfe64a765ddc9d4b,onnx
5,control,2011_09_26_drive_0019_sync,26,NANO,NANO,False,0.862,8f311867662cc9cad86b5449cbfefbc1c03c3a358e4e847219ed9b910bc3cbd5,onnx
5,control,2011_09_26_drive_0019_sync,27,NANO,NANO,False,0.862,76cd2d96c57698965de781c1771af82deb3b937c8332f3bd5368e5f2e19dbed0,onnx
5,control,2011_09_26_drive_0019_sync,28,NANO,NANO,False,0.862,1bd6f610fc16320a11fb97150160ab294615793a3c385aa838577061564dfa22,onnx
5,control,2011_09_26_drive_0019_sync,29,NANO,NANO,False,0.862,be42a0205fcf478d38c228898dc821a488d0ae3314d456f41b7eb8d7b71d7846,onnx
6,event,2011_09_26_drive_0019_sync,284,NANO,NANO,False,0.862,0d3ac398fc9e7a59f106e913548f3befbc23ed9e043c9ddc4815fdd6079410db,onnx
6,event,2011_09_26_drive_0019_sync,285,NANO,NANO,False,0.862,f3a53d865651b1b386fb42d8c587261ccaf3db6757d2e7693d052df8a6dca511,onnx
6,event,2011_09_26_drive_0019_sync,286,NANO,NANO,False,0.862,9aeb6e47b2c75a3af1ed982fc2e256a566ba16753d4b7e832eb293c69851e1df,onnx
6,event,2011_09_26_drive_0019_sync,287,NANO,NANO,False,0.862,b025eb9f82bc17cc2bd25ae972616b45e0ae146a3de64a1dd05549ed6a5c8902,onnx
6,event,2011_09_26_drive_0019_sync,288,NANO,NANO,False,0.862,22d13916f97c680b1aa48eac5f9545ea41b9dc3e93f9183cb18d78a4e642ccff,onnx
6,control,2011_09_26_drive_0019_sync,35,NANO,NANO,False,0.862,c8fa0845a355701379f33757cdb62e8294d2ef085a168eb6d0819f81b2187a67,onnx
6,control,2011_09_26_drive_0019_sync,36,NANO,NANO,False,0.862,b56d2218566688be97b84f45c3786dbb874eba525dcf1e521da658e4c6973e3e,onnx
6,control,2011_09_26_drive_0019_sync,37,NANO,NANO,False,0.862,03be016a2318f52bcdf4fd07ad69f7e35389e3da6fd6873f152bcdcfcd07218a,onnx
6,control,2011_09_26_drive_0019_sync,38,NANO,NANO,False,0.862,7d58163f9df23c6e67c1d000c1984b0a5591e7cf5f145b6762ce0855e8572d3d,onnx
6,control,2011_09_26_drive_0019_sync,39,NANO,NANO,False,0.862,5f36b9785df70b2cac20dad720036be3292330947b9ce673b5a4e4b6225df462,onnx
7,event,2011_09_26_drive_0019_sync,310,NANO,NANO,False,0.862,c7c3b7ff914bf3f6cc7403cf6ee299b9ef58d789fb6a29c79d8577f2e323b4ab,onnx
7,event,2011_09_26_drive_0019_sync,311,NANO,NANO,False,0.862,85e78062a3b4b4e66db128291305eda6505f505e07d0c51bebd2534ea5ba8a3e,onnx
7,event,2011_09_26_drive_0019_sync,312,NANO,NANO,False,0.862,d4dacda64801aea35ba97e6a109b532f400bc6434d22213a91b468e4c47d448f,onnx
7,event,2011_09_26_drive_0019_sync,313,NANO,NANO,False,0.862,d8c55147b6a99887774461e861a8772a5d1131d61020ddabb6aa128b8f15d26e,onnx
7,event,2011_09_26_drive_0019_sync,314,NANO,NANO,False,0.862,d6cd66891a7b0bff17be7a0a302a28d4bafdb9f35c54369f1694707bf16b9483,onnx
7,control,2011_09_26_drive_0019_sync,45,NANO,SMALL,True,0.862,76555f3636a290a56da21a1128aa231e5bce3e8ff9f9bd7ea7502d5222068c9a,onnx
7,control,2011_09_26_drive_0019_sync,46,NANO,NANO,False,0.862,e45ccc46ea89388ea9cefd424d94c0ff56ad6d94c1a1cb1ef7608d05c937bd4a,onnx
7,control,2011_09_26_drive_0019_sync,47,NANO,NANO,False,0.862,95d2d9aa81eafb9a1656ebe391b6550891479b1f9f29d095f2d9a993fb136629,onnx
7,control,2011_09_26_drive_0019_sync,48,NANO,NANO,False,0.862,1b905f104c3e419495978f9d535fea123f049dd96e18922810778172a9da4c8a,onnx
7,control,2011_09_26_drive_0019_sync,49,NANO,NANO,False,0.862,c4be70272c7062e64bed410832c9c106e933bc9de281391a3ebe33eb6d812a9b,onnx
8,event,2011_09_26_drive_0019_sync,460,NANO,NANO,False,0.862,f0c47cd12668143f7469f5d4c2bb45ae86d4e43a3a1ce0c88388e920ca30ad57,onnx
8,event,2011_09_26_drive_0019_sync,461,NANO,NANO,False,0.862,3e760b3bf7d3cd13c1d5af777d5956096a6a0a97f49c85629cb618ef026c3760,onnx
8,event,2011_09_26_drive_0019_sync,462,NANO,NANO,False,0.862,6a07bfa38d2f33378e612ababecfcaa18610edaad07c661a7138db0e62b4dd76,onnx
8,event,2011_09_26_drive_0019_sync,463,NANO,NANO,False,0.862,8a4acb65eaa73b373133125d5be40d0e3c293b1a70323d7d0f6629b204914666,onnx
8,event,2011_09_26_drive_0019_sync,464,NANO,NANO,False,0.862,e4c6bca24a058c4d48b463bf606ae19e44b016c045a2c6f6237851cc19ae1d9e,onnx
8,control,2011_09_26_drive_0019_sync,55,NANO,NANO,False,0.862,1d5de391b61dbe7a8a9f4eaa7cba84851aecdc948973ebc81f9158ac93b96f9e,onnx
8,control,2011_09_26_drive_0019_sync,56,NANO,NANO,False,0.862,d2a0c9ceb427108493f4edef87b6f8fee2555d820a57290351240cd1f40bb8ca,onnx
8,control,2011_09_26_drive_0019_sync,57,NANO,NANO,False,0.862,a73b9f2c46bd3cb82a0df2a19d502ec71f3eee50e2fb1eca882bacd591737812,onnx
8,control,2011_09_26_drive_0019_sync,58,NANO,NANO,False,0.862,d39dc74bf3a12b2eaeffce1d10507bf3725f1378499ad70494bb3569aecf7a7f,onnx
8,control,2011_09_26_drive_0019_sync,59,NANO,NANO,False,0.862,9b7a3317ce194418659c737f8a019134c7b46eae15f771e49b8543f02a172a35,onnx
9,event,2011_09_26_drive_0035_sync,112,NANO,NANO,False,0.862,c0ca08984404a1a60f7d8b6f7efd5d14f97e8fc8cf09a5a598484c0b936766f7,onnx
9,event,2011_09_26_drive_0035_sync,113,NANO,NANO,False,0.862,f574faca735b8807a997fc4d7fe4f26ad41204d6a91afe1d8f5732bc847a8829,onnx
9,event,2011_09_26_drive_0035_sync,114,NANO,NANO,False,0.862,c218e676ee35c86eabaee8a131ea28f8db47c70dbfac69ecc61a169d6c94ae80,onnx
9,event,2011_09_26_drive_0035_sync,115,NANO,NANO,False,0.862,42677fce6b02b687ceab7cfeffffc0aba8615bc41e1a1f434da8d875bab97635,onnx
9,event,2011_09_26_drive_0035_sync,116,NANO,NANO,False,0.862,f901d136b4db2e0a2a0bde344bebbd5a4a5c2143b501d56d7a129b93454b5f01,onnx
9,control,2011_09_26_drive_0035_sync,50,NANO,NANO,False,0.862,f4354451b037e525b5f6652b78e139264fbc041b8388f8ec8ed91843b3ae16d9,onnx
9,control,2011_09_26_drive_0035_sync,51,NANO,NANO,False,0.862,6c6881eb2c0958b71ce6e6f307a213a2ee55a9d39452cf5e2b902b2acaad7c07,onnx
9,control,2011_09_26_drive_0035_sync,52,NANO,NANO,False,0.862,1d6f84a279c6b25762033e09669c2c3ae135c4095a1baff4b3ae092240327dc9,onnx
9,control,2011_09_26_drive_0035_sync,53,NANO,NANO,False,0.862,5176158dead43c93927f07e902ad441fc7bebf8b38f469f3e16ab1a850699bd2,onnx
9,control,2011_09_26_drive_0035_sync,54,NANO,NANO,False,0.862,579251117315d05fd373d843f37337d398797a609463fa04698b54ce15227847,onnx
10,event,2011_09_26_drive_0039_sync,148,NANO,NANO,False,0.862,d351810b3be8d4ae655b45b63f7d511d47bdc97ab86af2043738e0d706f845d3,onnx
10,event,2011_09_26_drive_0039_sync,149,NANO,NANO,False,0.862,bc0285dceacc72a30dd5fe0f86508d23ecab416a6973b1bf4a5771b0b407c272,onnx
10,event,2011_09_26_drive_0039_sync,150,NANO,NANO,False,0.862,468ad5c920972175810184f602a3b9d4ccbf6c92a526dc6bb0a0e34216620e4a,onnx
10,event,2011_09_26_drive_0039_sync,151,NANO,NANO,False,0.862,b1a7f3d8acf9ab8e96e57ed13e8d2966858e9f09dd5e50ad3aa344f7f47eea85,onnx
10,event,2011_09_26_drive_0039_sync,152,NANO,NANO,False,0.862,10a6c1827b21d71e73fec398deeea46733d9508896f0805059ca085ee9cc17a9,onnx
10,control,2011_09_26_drive_0039_sync,50,NANO,NANO,False,0.862,c1a74e59f12a6f24efbe5b33dc6618d3b3644cac2e376a1b8a5e0b68693074e1,onnx
10,control,2011_09_26_drive_0039_sync,51,NANO,NANO,False,0.862,e57912ba86eb748aad2959afe8b6df09c2cd2901def6b3bb1cd143eb0ed8322a,onnx
10,control,2011_09_26_drive_0039_sync,52,NANO,NANO,False,0.862,0e094df716bd77d6b265845ccd0de3536eae4a12390ee78c60ce76a723b7cf87,onnx
10,control,2011_09_26_drive_0039_sync,53,NANO,NANO,False,0.862,064cf80c39701a05f3887630c8edcccd6763d95b6eb24c53245cccdf26412a92,onnx
10,control,2011_09_26_drive_0039_sync,54,NANO,NANO,False,0.862,4d22d5a1bdd0eca9ff939067e2950af81a3acfee1001b369288cab1b72e46e37,onnx
11,event,2011_09_26_drive_0039_sync,248,NANO,SMALL,True,0.862,7bee0eab08f071547d61511f05397f894e026641d37db231502b9a7f5b43f061,onnx
11,event,2011_09_26_drive_0039_sync,249,NANO,SMALL,True,0.862,d85b2d4d024f9cca2b2344445b8f84778bc1850a9b4590ac3ff54985a83184a6,onnx
11,event,2011_09_26_drive_0039_sync,250,NANO,SMALL,True,0.862,c1ee46ec1851dd5ceae2c0de187b1b60bf1225e306102984d91171098d172cf1,onnx
11,event,2011_09_26_drive_0039_sync,251,NANO,SMALL,True,0.862,e1cafcdae86ff0b6462cac6a6c0dcfb003b96f2b0098083b9f6a3e90133bbeef,onnx
11,event,2011_09_26_drive_0039_sync,252,NANO,NANO,False,0.862,46a510fe9eecb413cb77515b2936d12b416b4e4cd17aabae923b04a388fee473,onnx
11,control,2011_09_26_drive_0039_sync,60,NANO,NANO,False,0.862,a9101aacd5f9342c434e81c9f7f8210d9ce3c1913ef224a8fd9c8220fe0a1135,onnx
11,control,2011_09_26_drive_0039_sync,61,NANO,NANO,False,0.862,787a7383378234a7cfdab0774671b246b6fde97d29b56964ebb9cd6cca7786ec,onnx
11,control,2011_09_26_drive_0039_sync,62,NANO,NANO,False,0.862,c540f9cb0f7e9e7419f872b01ece8c1c349da06e4380d803c028985a9888f412,onnx
11,control,2011_09_26_drive_0039_sync,63,NANO,NANO,False,0.862,41245027fd01a59cdafa313d01e1dcc12a0f7f6de00b852aaf788e111fc366f4,onnx
11,control,2011_09_26_drive_0039_sync,64,NANO,NANO,False,0.862,7f0e6ff2d981559191a754c91026be852d14ee61566d49918840ae3e02b58eb5,onnx
12,event,2011_09_26_drive_0051_sync,18,NANO,SMALL,True,0.862,6da2e959944a97bf1223e1dfd1680b63b33ddc66884db0bd603440cca9b11520,onnx
12,event,2011_09_26_drive_0051_sync,19,NANO,SMALL,True,0.862,c5da4fc38c8e9fd6c1226d00db51e3bfc607801d6713d836975b83874ede7586,onnx
12,event,2011_09_26_drive_0051_sync,20,NANO,SMALL,True,0.862,80e84c24a10e82de001733a76e74cdc2f450ce3e549010c2ac3c666cafcc1ed2,onnx
12,event,2011_09_26_drive_0051_sync,21,NANO,SMALL,True,0.862,cefdf4302734a0f70b2b5962605882cd293a42acc269c7044c0f5b2c84e88534,onnx
12,event,2011_09_26_drive_0051_sync,22,NANO,SMALL,True,0.862,66a6b2c7832b601dc54b51605feaa968bd10ec4a35c6f2d73956e61efe7a74e3,onnx
12,control,2011_09_26_drive_0051_sync,160,NANO,NANO,False,0.862,ab5ba1a9d3a9441f9750c17a6661c3edc8f723478c241947089f12b680f360dc,onnx
12,control,2011_09_26_drive_0051_sync,161,NANO,NANO,False,0.862,3427b528b3010bcb3fcb3a32df373f5e67b08562f88a985e7e59863f1b7b913d,onnx
12,control,2011_09_26_drive_0051_sync,162,NANO,NANO,False,0.862,eba9bd7e47aaf008a49ffb3084355cc89ca28cca43f5111477a7a0fb4969367d,onnx
12,control,2011_09_26_drive_0051_sync,163,NANO,NANO,False,0.862,69994b60acc9450238919925ab2952c98473b3e421718f471ea89bb53d0ed4b0,onnx
12,control,2011_09_26_drive_0051_sync,164,NANO,NANO,False,0.862,394d447050e4305813a6b4d48bfdc387ce9a129a3edcc8a5aba2dd782be0b356,onnx
13,event,2011_09_26_drive_0051_sync,61,NANO,SMALL,True,0.862,1fd8b0a034913cf08b344e08901c59e8b0e5dcfbc758b062f913d1d1f5ff5690,onnx
13,event,2011_09_26_drive_0051_sync,62,NANO,SMALL,True,0.862,5825a370f7bbab44b96453178f94a18b7f18d9d3aa0198c2327920c1042f9c5b,onnx
13,event,2011_09_26_drive_0051_sync,63,NANO,SMALL,True,0.862,f9e9b63dc91241e1a9b97b01e29fc32ec75b0fd8df3e3550dba6f142fd4d8383,onnx
13,event,2011_09_26_drive_0051_sync,64,NANO,SMALL,True,0.862,4efff4755d775baa77f99f5e7e99e34ff54f8ec7fcc01c161cdfa79c411fdb15,onnx
13,event,2011_09_26_drive_0051_sync,65,NANO,SMALL,True,0.862,6ff04cda9b38eb2411258b2651366ece96dcb0b636ddfdb9a95b9f3ed44e72fa,onnx
13,control,2011_09_26_drive_0051_sync,170,NANO,NANO,False,0.862,8c4e401cc48bc84fc4d4f88c5cc6b39b5a6eafef12ff685e3d6aa2ae70a6eca9,onnx
13,control,2011_09_26_drive_0051_sync,171,NANO,SMALL,True,0.862,8feae73042b11389a96d770a38fd96fbd1ca19c4798ec3ad97e1b93edb5f8614,onnx
13,control,2011_09_26_drive_0051_sync,172,NANO,SMALL,True,0.862,c10aa6de86144ca678728a98def21930df80ee533b806a84451b4e22c9585ed3,onnx
13,control,2011_09_26_drive_0051_sync,173,NANO,SMALL,True,0.862,cefa7fcfd7794c1e41207b6f012654985824cd23b84e8ef7e79561fb789d490c,onnx
13,control,2011_09_26_drive_0051_sync,174,NANO,SMALL,True,0.862,5bb8c3b8b232ca26dee2e79a8334395f266f95f2443446b9d3ad02df2f67c69c,onnx
14,event,2011_09_26_drive_0051_sync,125,NANO,MEDIUM,True,0.862,78f3b836d2d91d23146b897ae6ff78142ad3a27d0475f41faf09395ceea41f2e,onnx
14,event,2011_09_26_drive_0051_sync,126,NANO,MEDIUM,True,0.862,43d6b326e2c293069ecfc9966344560b0dee22a75ba2f60fbaa8d4204462b692,onnx
14,event,2011_09_26_drive_0051_sync,127,NANO,MEDIUM,True,0.862,bb5e0f4601a98f4a9b2a3f1b6d2d379c146016a8ab625772c195243c606dd914,onnx
14,event,2011_09_26_drive_0051_sync,128,NANO,MEDIUM,True,0.862,ce96e34cda99c2db0c61528b983545c862704ea09b033ce779092c89ecc3d84f,onnx
14,event,2011_09_26_drive_0051_sync,129,NANO,MEDIUM,True,0.862,7adf124329de7508f88608a314042bfeba22c15b40295f446a13e3a75258e7aa,onnx
14,control,2011_09_26_drive_0051_sync,180,NANO,NANO,False,0.862,6872b2aa6628293f345ec545e5f33dfd1908fea16b32f9f9ed5b4c6b30b1f632,onnx
14,control,2011_09_26_drive_0051_sync,181,NANO,NANO,False,0.862,ea512763a59de70b511e568c1bf9e7c0d29069c6d20e7cc29f1b29916355f6fa,onnx
14,control,2011_09_26_drive_0051_sync,182,NANO,NANO,False,0.862,7b0d376978b30c943fb555ae1e5bb2df3c93e317e948fa54e6b24e5604aa3feb,onnx
14,control,2011_09_26_drive_0051_sync,183,NANO,NANO,False,0.862,8e100212fe13f5c828142d867977635ad9dab5f3d6c69fb15c9aaa95c0acd00d,onnx
14,control,2011_09_26_drive_0051_sync,184,NANO,NANO,False,0.862,03f1f98f184a9c6cf6e80286f854570ca25b18b375544c01969cb78dd79798d3,onnx
15,event,2011_09_26_drive_0056_sync,64,NANO,NANO,False,0.862,9266f244544c4b53b7dab6db19bacea2138362c94365e02c80de7d55aa5f050d,onnx
15,event,2011_09_26_drive_0056_sync,65,NANO,NANO,False,0.862,f94fd8cd2677dc220b52cee172aec8f982fd58c1548916fd2a4f359a42352b93,onnx
15,event,2011_09_26_drive_0056_sync,66,NANO,NANO,False,0.862,cbdf3c5cd55310319a36e4415f14cbe866971ca442910eacdae2cb3308151337,onnx
15,event,2011_09_26_drive_0056_sync,67,NANO,NANO,False,0.862,d4e6948c80dc5b381ad0288d2c6123118982708b5beb332bacd9b4bcc23efbe4,onnx
15,event,2011_09_26_drive_0056_sync,68,NANO,NANO,False,0.862,4c506f3238aec7d33c07a70a4a6852a64842a7cd7914d5dba63201ac3a04ba99,onnx
15,control,2011_09_26_drive_0056_sync,100,NANO,NANO,False,0.862,e84b0f0767d10db7e204d83456830ee7eeea782b59404a7b13007badf1842241,onnx
15,control,2011_09_26_drive_0056_sync,101,NANO,NANO,False,0.862,faf606fb804614dbd5992c11ae7ad4e0f9a0ab0af974cbc132098fa3ce2e1d57,onnx
15,control,2011_09_26_drive_0056_sync,102,NANO,NANO,False,0.862,21d25dce8ffaf62edae941be78c17bb33f91981dbfe51af3be0023f2cb4e2f6c,onnx
15,control,2011_09_26_drive_0056_sync,103,NANO,NANO,False,0.862,97ef08f7d0ef29684f261ad44ae7d575843db85024d874a850b1085c1af053a8,onnx
15,control,2011_09_26_drive_0056_sync,104,NANO,NANO,False,0.862,d3f2615bda31a48b60ee39be030b72e2ed5f369dccd0da07b0e560e26739a069,onnx
16,event,2011_09_26_drive_0056_sync,154,NANO,NANO,False,0.862,dce2797b643dce93ee79522e60dd64e878ae342fc3cc3a5acf02ecc382326298,onnx
16,event,2011_09_26_drive_0056_sync,155,NANO,NANO,False,0.862,92be180c4104049e7314a1f3865b859c2e2444ce9d03b65733f5d03cc34f20e9,onnx
16,event,2011_09_26_drive_0056_sync,156,NANO,NANO,False,0.862,f69b893e7ebec33ed7a6da4cf4c8ff6b1bc21df612490673375778ffd222689e,onnx
16,event,2011_09_26_drive_0056_sync,157,NANO,NANO,False,0.862,2b9eebe2af0a36dc9156a9c17f22335705a7370e5d4d89cad5363aafa35eb6db,onnx
16,event,2011_09_26_drive_0056_sync,158,NANO,NANO,False,0.862,3faaf93d573c7911a354346d523f10a76a71b28748259ae5726bc74079cd7426,onnx
16,control,2011_09_26_drive_0056_sync,110,NANO,NANO,False,0.862,af24417508d6ea0c01629139730d5ffd9c38b56120fda78d0409cbbd809e2a34,onnx
16,control,2011_09_26_drive_0056_sync,111,NANO,NANO,False,0.862,f45fb18d61804f1a94c14573fdb9634642d765e08378b8a96bbb895b4d0a613f,onnx
