image,policy,policy_label,load_profile,tier,latency_ms,pressure,load_injector,load_worker_processes,backend,execution_providers,coreml_provider_options,vru_tp,vru_fp,vru_fn,obstacle_tp,obstacle_fp,obstacle_fn,frame_sha256
007182.png,threshold,Threshold,moderate,NANO,21.528,0.8202,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,3,5,2,3,a2b9fbb0a27fd24216922d0210658eecce2faa1718651463fb0f1cf7d131f537
007443.png,threshold,Threshold,moderate,NANO,21.229,0.848,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,0baa6e2027d2b37bab6b5aa122b3bcbd9960b39b976c86a45031e096e6dd8a5c
006164.png,threshold,Threshold,moderate,NANO,21.88,0.848,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,0,0,0,0,0,27b40d22619cc225739c3def101c608293f66a6965a0620fff686b60e37238a0
007087.png,threshold,Threshold,moderate,NANO,20.05,0.848,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,4,0,5,c74ab8d4622a25736c07084b4b0f48c8c47f6c965843a566d01383ccd9984c21
006681.png,threshold,Threshold,moderate,NANO,20.314,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,a92c0ec6de6b70f33c4367745976b91f1149deff7ee29d61c9db9e248361b615
006319.png,threshold,Threshold,moderate,NANO,20.618,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,1,1,23fcf1aa27e90ecdb59c5384dd06db901ea93a430299e92ec70173e6ba6473a2
007392.png,threshold,Threshold,moderate,NANO,19.941,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,3,6,732e6efc7ee28c0c50fc9db1d904252484e995da7b65b217e80e8a4d82d2ab95
006148.png,threshold,Threshold,moderate,NANO,20.729,0.818,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,3,0,0,2,37d492dfb540a9ab21d0c34679a913c46adda29dc811b59f14a7e859e3c62eca
006447.png,threshold,Threshold,moderate,NANO,20.875,0.818,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,5,97ef08f7d0ef29684f261ad44ae7d575843db85024d874a850b1085c1af053a8
006857.png,threshold,Threshold,moderate,NANO,19.537,0.824,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,1,0,1,0,4,681785848f43776140dadaae4a56c0c44590905b3f37138a9c375409ef0bc148
006127.png,threshold,Threshold,moderate,NANO,19.258,0.824,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,4,2,9,4e121594fd2441d553cfc0aa0b70e7773b4432c3b3788789428c91b5aa959b58
006831.png,threshold,Threshold,moderate,NANO,14.931,0.824,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,6,ae3ee221b64ae1a71c3826830a99a88fcc2f314add7a3410903ed876fb51fa2c
006461.png,threshold,Threshold,moderate,NANO,15.308,0.8122,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,4,af24417508d6ea0c01629139730d5ffd9c38b56120fda78d0409cbbd809e2a34
007415.png,threshold,Threshold,moderate,NANO,21.023,0.8122,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,3,bd8f35128a89d82e17c465cfe983550a90b03692a37b970fe3a3266a167988bf
006154.png,threshold,Threshold,moderate,NANO,20.658,0.8122,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,2,1,4,eb2be7177b9502a683d5413eba52492c7150eaf0ddbd9b96bfe892328bcc53f0
007336.png,threshold,Threshold,moderate,NANO,21.109,0.802,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,0ad1d4954204af94c6b29ea5c3992ff4b94f73657d5abe22840afbd678c22a67
006621.png,threshold,Threshold,moderate,NANO,19.632,0.802,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,3,aea0e218526ec7a387659303ce61f8fb897032b6e82b8b9b3d9bb562bbc6884f
006478.png,threshold,Threshold,moderate,NANO,20.306,0.6807,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,1,3,1,0,1,1147c4e83f1fa12ad0db1b2db3e9077bae8505b1cdd77bb5df749faa622c7643
006352.png,threshold,Threshold,moderate,NANO,15.652,0.6807,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,1,2,0,46e79e40936cf2a7f91a7e8da6f434bcc6f495005693e04b0a0dee2ebf61b1a5
007230.png,threshold,Threshold,moderate,SMALL,116.444,0.6807,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,0,2,279153692c506d3eee390b380fd67dacea31b862867639736f6af5c43c704624
007113.png,threshold,Threshold,moderate,SMALL,68.785,0.8645,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,1,34850708357c1148d0d85b3d599a32230d72fecbba09f638311ab16d5f097508
007162.png,threshold,Threshold,moderate,SMALL,79.816,0.8645,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,7,1,1,a4f19ce996240f5fd091d3049f4a41fd6d2b319413b0a174b3b5949fd352f956
007130.png,threshold,Threshold,moderate,NANO,42.257,0.824,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,0,0,1,0,2,2d6baa3971c34734c61aad66b2592c31d5b14a59dac3127f11e959b97820c1a6
006651.png,threshold,Threshold,moderate,NANO,30.122,0.8502,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,1,0,2,8e70c49cc8d58c69ca3b2cafc776e5e15d3aceefb767a0c46b7d63abdb7cd76b
006282.png,threshold,Threshold,moderate,NANO,20.538,0.8502,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,3,f8c113c069316ec32ae50b1e10dcaedd698ff96e0250f71bdb8f2cb529dba298
006034.png,threshold,Threshold,moderate,NANO,21.343,0.8645,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,9,4,6,6dfe9b1185cc1e8ffb42d8dcff21a2b20c1c932c80b48400c062ff733153c65c
006519.png,threshold,Threshold,moderate,NANO,21.27,0.8645,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,1,3,4,1,4,1930fb8b512b0893b08f5dca5848759b89193be3f9734e05df455a1ee2893d97
007441.png,threshold,Threshold,moderate,NANO,21.12,0.8645,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,0,1287f5f32c0153a683655278247c4d6d928c860890974e518cc6088800a23e33
006438.png,threshold,Threshold,moderate,NANO,20.086,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,2,4,e49a6ab394c1951f3b870d59c5aca834bddcff6be435a0bea0dd6838bf092139
007456.png,threshold,Threshold,moderate,NANO,19.768,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,5,ae5f53e0dd3dc3d082e334fb58ff6ae72c45505c9c78dfcd26a21a4ad97d9538
006904.png,threshold,Threshold,moderate,NANO,20.758,0.818,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,4,1,6,fafb67fe64e7d64120fe1f0ef150bade6efebc165f6f3f9981da944e253b4295
007445.png,threshold,Threshold,moderate,NANO,20.529,0.818,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,4,1,3,f94a5719804aafb2ca9b22b89406080eac55a7bf504efd6a317cc697cd87b617
006746.png,threshold,Threshold,moderate,NANO,21.44,0.818,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,5,5,3,50422ff583cbdf11bd0f8dd3f3c818cdeff22d5dce1db6e88f273642074fefc4
007151.png,threshold,Threshold,moderate,NANO,20.239,0.8367,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,6,1,5,f806e78b52f066c72d8317db20cef8800e10ee9e3f049cda34bf09011b22ee1c
006946.png,threshold,Threshold,moderate,NANO,20.863,0.8367,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,2,1,0568f4563e9417311a3bae3b73774712b26b2da5b388318a0bdcc3b6e4682ff8
006617.png,threshold,Threshold,moderate,NANO,20.895,0.7595,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,0,1,0,0,4,e7f8541353bfb764bbf8a711a8404e755de2e27053e377ad3f7539dfe4e8c87f
006434.png,threshold,Threshold,moderate,NANO,20.426,0.7595,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,0,0,0,0,0,6d197b35cc248df65a7d61c31e36665fa3a208626478431dc148cfb0146e5b54
007063.png,threshold,Threshold,moderate,SMALL,113.937,0.7595,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,0,1,bd9a68a5516d7a5cfb14d1a0fb7042d9a3fd4a5fa6e58ab58a35df7cc50570bc
006080.png,threshold,Threshold,moderate,SMALL,64.506,0.8645,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,0,2,bbff128569abc67f95641c1cddbd91f3af41f5fc8976bfd9909eacd0e7e5928d
006280.png,threshold,Threshold,moderate,SMALL,84.539,0.8327,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,1,1,0,1,2,2d64a9cd133685ce3dc1039a531392d5a80f6240bd0172efb4dd33e4b1fd9995
006829.png,threshold,Threshold,moderate,NANO,34.187,0.8237,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,2,1,b20fe79e1b5e429d62071c3ae8929017d455f33bdf056a60191e2b62ae7d326d
006122.png,threshold,Threshold,moderate,NANO,23.991,0.8237,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},2,0,4,0,0,0,c5f98949544dc25f45efd9d013dfb186b2c16f507ad980b2e7dcd4dc047a42f7
007161.png,threshold,Threshold,moderate,NANO,21.579,0.8237,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,1,4,1,0,0,8d0c96e1c4053243dd00961197ef852e414338229c00b7381b5533bcb502da70
006363.png,threshold,Threshold,moderate,NANO,17.536,0.8642,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,2,4,ee9cc8a018651f254266e233393501789379529216b8c3a8321c729543f1852b
007405.png,threshold,Threshold,moderate,NANO,19.64,0.8642,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,422ddd9bc3c38fd91a6cd77d79cc77f50b5e7f1807fac916f8cf651f0712f7a2
007158.png,threshold,Threshold,moderate,NANO,20.642,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,2,6e18186897bb1fdd3989e7b9545ffd1ac8cce2bb2aa9bc5390053ce806f094fb
007200.png,threshold,Threshold,moderate,NANO,19.074,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,7,5,3,751257846d151f944fa6bf5381f804f790522d1c74df698489fd7c099d44cfe0
006533.png,threshold,Threshold,moderate,NANO,21.273,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,3,56e7788582445d850dc537f71edc97799763e88b2f6ea33aa832305ac1e89c00
006484.png,threshold,Threshold,moderate,NANO,20.234,0.8067,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,0,0,2,fdacb85e4a21d05970eadc8e2400b5f1e9c02509788cd6e5f205eed2d33a8017
006891.png,threshold,Threshold,moderate,NANO,20.231,0.8067,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,2,0,1,2e78b17a4314a12e2fc36668a391b5d7078c891da7b5695dd67904fe16ffb0f9
006270.png,threshold,Threshold,moderate,NANO,21.184,0.8067,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,1,46d001922097073f77f8b439f36802b17659a40ca861ce6043516691ecb38266
006413.png,threshold,Threshold,moderate,NANO,20.518,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,1,1,39259cff1e15bf28c191eb7b00c84fb0c2794910edd8b5c147645ca2033319e2
006874.png,threshold,Threshold,moderate,NANO,20.526,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,2a3f7f0aa4c729617b3ea53afbe85800ae71fed6cd4d19d4776d8067ef3a7397
006368.png,threshold,Threshold,moderate,NANO,20.297,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,5,2,4,491bdec88bc3472b311a82ed846d85d6787e11a7f089172d22afecaa6764bcd8
007358.png,threshold,Threshold,moderate,NANO,20.455,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,8bad7ce4eb5d879495e3412d12ad3ba9ad1ca81c92633b638b2b9935918c4cbf
006475.png,threshold,Threshold,moderate,NANO,20.817,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},3,2,8,0,0,1,53b94068762e3875a189249041e6c1fbb4ec474db143f19dcffc34b183cb0946
006417.png,threshold,Threshold,moderate,NANO,19.504,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,5,1a98424c6e1d2e030a5a3d09bc5475b94af6288f5a2393a6dc8526750af89a87
006778.png,threshold,Threshold,moderate,NANO,14.626,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,3,1,1,b38b676d5725223a5e5d8471062b7b9921d3da9dedf525474fd651938636bf93
007082.png,threshold,Threshold,moderate,NANO,16.118,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,1,94126cf81b77555edd0b45f3e107ce8c4b89beaa13ef6f4933b8d6473cc0958b
006712.png,threshold,Threshold,moderate,NANO,20.749,0.755,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,4,6a57dde4b4811ed526aad0bddeb087bbb9f26743c83a33977633c99adc3dffdc
006213.png,threshold,Threshold,moderate,NANO,20.745,0.755,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,2,0,0,13,36de8f18771b6d26c1757e4b38264a6fb381921fa368b7cbd6ed1d5067f1022f
006675.png,threshold,Threshold,moderate,SMALL,106.368,0.755,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,8c6ab0fa3385ab25688a57a5887d8683f63514f781fc8dce643ed357c3d8c25d
007411.png,threshold,Threshold,moderate,SMALL,88.588,0.8648,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,5,3,0,468ad5c920972175810184f602a3b9d4ccbf6c92a526dc6bb0a0e34216620e4a
006249.png,threshold,Threshold,moderate,SMALL,75.068,0.8347,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,2,1,2,1778f51a5b8fef5d2d9e34295dd8639c87032b1f13e750d20c909d759217d4ef
006221.png,threshold,Threshold,moderate,NANO,27.525,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,4,2,1,1,ced10c1bb945cc7a176eeb0be0ab3dacd62c24129a5d8388bb249d888fc02cf8
006386.png,threshold,Threshold,moderate,NANO,40.819,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,5,e3835a110772bd272b18d6598cd48472497d1032a7eb4da705e77a704f29e315
006566.png,threshold,Threshold,moderate,NANO,19.364,0.8642,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,1,e876051807d68bd900e3065330ffda3e4c2ec6849b463c8b230a9ad76c5ec8ba
006500.png,threshold,Threshold,moderate,NANO,19.866,0.8642,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,1,1,3,0252ebb23b9d44f2ce287edc33bbefbd6b8c6339a802ec2fc0d72f615146085a
007229.png,threshold,Threshold,moderate,NANO,19.868,0.8642,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,1,0,2,ed3170bd849805d805f48693b2ea792331b7d607664cfadded8813be1c3c2c5d
007099.png,threshold,Threshold,moderate,NANO,20.131,0.8327,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,6,2,8,7de3e8cc588a545809c9368c2ec09558060a6afd848bc00b3016eb74e3f8c5a6
006800.png,threshold,Threshold,moderate,NANO,20.502,0.8327,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},2,2,1,1,0,1,4c6ff2249729c33268260f4a17108cf27bec78e261f3ade2b9455be9d7176bc7
007005.png,threshold,Threshold,moderate,NANO,19.453,0.8275,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,5,1,4,aeae800a16c9a366c4617cdb90c91bbcc53e698e9eb42992ca5ecf73c24c2136
006322.png,threshold,Threshold,moderate,NANO,19.814,0.8275,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,2,5,6,67af157118b32dc219b3c3bedbd857b4c52e9eb58ebe36d9367f390ae76e3a5b
006520.png,threshold,Threshold,moderate,NANO,20.694,0.8275,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,6,0,2,6867828c754dfdf4e38c12791a5cd85e8089b8fde8b5547fee4c9c8e8fc6db5d
006094.png,threshold,Threshold,moderate,NANO,19.932,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,2,1,0,0,27c55ee304685a900b0a1a24fe80d3389fe6c35fd0f2e99bf201308622719981
006643.png,threshold,Threshold,moderate,NANO,27.393,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,3,f56ba4e70b12bd2ee2416b3dc5ec88c2db790b72dde7c7529d9ac927e1c858d3
007410.png,threshold,Threshold,moderate,NANO,20.127,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,1,3,1,0,1,70787990bb031b85153885ecdf93de122ae220f6e03f4d93b0a8032e08f671f3
006074.png,threshold,Threshold,moderate,NANO,20.142,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,2,0,2,cccce66b73af358daafcdd96c0fa30be756b56e7ca2524ed50fc141f11fb1a11
006162.png,threshold,Threshold,moderate,NANO,20.226,0.8112,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,4,21d25dce8ffaf62edae941be78c17bb33f91981dbfe51af3be0023f2cb4e2f6c
006123.png,threshold,Threshold,moderate,NANO,20.551,0.7708,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,1,1,5,a7e41112b104c7c7b4023bb004d7df3e5909881650f72976ac80828b00aa481d
007136.png,threshold,Threshold,moderate,NANO,20.736,0.7708,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,5,1,1,0,1,c579e539b89e232fbbad408971a50d42502be77a677e7ccc45eabd2f74cde480
006311.png,threshold,Threshold,moderate,NANO,20.69,0.7708,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,0,2e945b2ebd7530e03ef52a1ffd8d5a8ae1999178607d75202b7894eeee701e38
006423.png,threshold,Threshold,moderate,NANO,21.063,0.65,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,4,1,5,f478e54fc52cd58a444ed294c9769494d87f0abefcda148e7bfbe01d29361378
006165.png,threshold,Threshold,moderate,NANO,14.255,0.65,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,3,f04bf89b3bc571cc515ceeb74f57abac789786b1262eddefa783802c7b8662ba
007325.png,threshold,Threshold,moderate,SMALL,110.622,0.65,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,8,4,2,3d65a96d628fd339eb4756ea4caf25048ef1e8a8516e9926afc1b4ee86075ff4
006639.png,threshold,Threshold,moderate,SMALL,76.309,0.8645,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,1,1,7,1,6,46df69edc0b0be1ed7c83435b55e0829a490db17e6b393871df283f6ea1e6cc3
006552.png,threshold,Threshold,moderate,SMALL,83.731,0.8165,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},4,0,0,0,0,0,eaf7b27e66c2f41b31f7c03a2a4cc79973eaf40abdf0de6b6ca04c6398a0e00a
007424.png,threshold,Threshold,moderate,NANO,32.39,0.824,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,8,3,3,4342b3085b6a736355fa3dae70c21eeaf1471a41db738cc8e14dec414f38f7b9
007312.png,threshold,Threshold,moderate,NANO,25.52,0.824,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,2,0,4ffdfd292aa85f8b693eba3762d138dc2256086f9704c2ff8d5375fba9ce9496
007135.png,threshold,Threshold,moderate,NANO,22.302,0.8513,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,4,2,2,1857e6b6e8cd9f83a49e3fe0c82450902b7f3137091e559db0636de7d3d455cc
006394.png,threshold,Threshold,moderate,NANO,19.304,0.8513,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,3,4,6f3b7b2c329547ef2c70edb430af02a6c8e757114fdc5c8e32fd64a0cd786a83
006542.png,threshold,Threshold,moderate,NANO,20.598,0.8513,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,1,5,b51dd238362548e55d23e7da4033345a3c833f084e92677f7419c777cb3709ba
006027.png,threshold,Threshold,moderate,NANO,24.64,0.834,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,2,5,2,1,c7ae6f03333654cc45a0b5f9f25449d942d2810963520cac80bbb82d4ff6c297
006537.png,threshold,Threshold,moderate,NANO,20.294,0.834,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,1,cf5c5ea91f79345dbdd4bfd97659f5d8132dbb030d6fe6a4e89eeb28d5d6975f
006595.png,threshold,Threshold,moderate,NANO,21.743,0.8085,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,5,1,4,6ee53c58d41c7288600536a375167db30b54eb8b9a3ac02275df5cb8ecea0fb6
007393.png,threshold,Threshold,moderate,NANO,21.076,0.8085,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,9,3,4,7a1d5f98b1891bd4068fb3c6f204c6803ca21ae309a7b1e4474a8d0989757c1f
006304.png,threshold,Threshold,moderate,NANO,18.89,0.8373,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,0,0,2,31d254d3705e9ef663d0964d18ca5df85cd3927bf2f85ca60974be342b1c4f2f
006441.png,threshold,Threshold,moderate,NANO,20.677,0.8373,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,0,1,2,2,0,72a81d97587355046c501558e64452680f979026768b7de40f05de43b13d792a
007383.png,threshold,Threshold,moderate,NANO,20.647,0.8373,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,4,2,3,37b2551329e21b77cca6bac9f875a2cb57b8e5c118e80891351471ec31ad4789
007089.png,threshold,Threshold,moderate,NANO,20.877,0.8237,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,1,0,2,f35e64c26918980a8518994a8033168fb635f12031963557e45d6787625e40bf
006095.png,threshold,Threshold,moderate,NANO,20.335,0.8237,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,1,2,0,1,2d81034d1b94e278e56a9ef9c5c0a2894684febc2395c5429e61d28e0f6f5efc
006907.png,threshold,Threshold,moderate,NANO,19.433,0.8237,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,1,0,1,0,4,61488d8ed25c1d16fabdacb11d0be5c3487574dad67009bbd16ff182d4d9a6e2
006761.png,threshold,Threshold,moderate,NANO,20.689,0.8338,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},2,1,3,2,0,1,7a47f174399e6d3a88e7d0e4961c2b59d2aae8ba2bd6c59a31bfdc0e9a9d077a
007210.png,threshold,Threshold,moderate,NANO,20.01,0.8338,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,7,2,2,0ad60a4c9571d064c88391bffe180c65b626a1754db064ea0f7a86e05dd777fa
007036.png,threshold,Threshold,moderate,NANO,19.275,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,0,0,0,0,0,56a2feb5520fe782bc9f1c14ed9125f679fa967dc4bba28c00ce096b671b82f0
007301.png,threshold,Threshold,moderate,NANO,15.942,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},1,0,2,5,2,5,afaff6cb05ee07b6d4efa6784a498baa26897f95ef4ee7d757ca292a5a7c66af
006481.png,threshold,Threshold,moderate,NANO,20.341,0.833,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,2,2,1,fbb95190e6244840bf4c214a0b51bb4a27b6cc3d76466e9a75da52e9f2018b70
007037.png,threshold,Threshold,moderate,NANO,20.481,0.7302,process_steady_v3,7,onnx,['CPUExecutionProvider'],{},0,0,0,3,0,0,1c63656731c4bb1cca0dccdb1d621e7eec246bab84625208985e1cd8f6cf928b
