run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.098,0.4406,41.6,67.1,,3.0,0.17260265350341797,53.0,1485.0,nvml,0.162,7.739,1.598,0.738,10.372,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,False,007416.png,,,,0.151621,0.181418,0.211216,17.492,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
11,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,11.227,0.4406,41.6,67.1,,3.0,0.17260265350341797,53.0,1485.0,nvml,0.098,8.417,1.542,1.229,11.489,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,57,True,007420.png,,,,0.167958,0.200966,0.233973,17.492,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
12,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.992,0.4406,41.6,67.1,,3.0,0.17260265350341797,53.0,1485.0,nvml,0.097,8.313,1.266,1.396,11.199,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,007182.png,,,,0.163715,0.195889,0.228064,17.492,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
13,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.61,0.5155,44.7,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.132,7.576,1.172,0.839,9.866,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007443.png,,,,0.275211,0.347217,0.419223,35.194,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
14,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.166,0.5155,44.7,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.177,7.908,1.478,0.754,10.465,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,True,006164.png,,,,0.291926,0.368305,0.444684,35.194,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
15,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.69,0.5155,44.7,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.191,8.207,1.505,0.959,11.003,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,007087.png,,,,0.306948,0.387257,0.467566,35.194,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
16,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.057,0.5155,44.7,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.202,7.829,1.372,0.827,10.375,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,21,False,006681.png,,,,0.289407,0.365127,0.440847,35.194,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
17,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,11.636,0.5155,44.7,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.163,8.812,1.613,1.185,11.913,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,42,False,006319.png,,,,0.332319,0.419266,0.506213,35.194,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
18,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.381,0.5473,50.0,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.229,7.973,1.661,0.727,10.716,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,14,False,007392.png,,,,0.307436,0.388483,0.469531,36.254,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
19,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.445,0.5473,50.0,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.099,8.341,1.074,1.015,10.654,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006148.png,,,,0.305666,0.386246,0.466827,36.254,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
20,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.667,0.5473,50.0,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.131,7.71,1.187,0.751,9.952,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006447.png,,,,0.285542,0.360818,0.436094,36.254,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
21,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.224,0.5473,50.0,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.116,8.033,1.394,0.745,10.458,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,True,006857.png,,,,0.300031,0.379126,0.458222,36.254,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
22,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.327,0.5473,50.0,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.113,8.01,1.159,1.135,10.565,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,006127.png,,,,0.303101,0.383005,0.46291,36.254,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
23,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.607,0.5629,52.6,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.134,8.012,1.269,1.307,10.882,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,8,False,006831.png,,,,0.316451,0.400171,0.483891,36.774,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
24,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.383,0.5629,52.6,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.145,8.253,1.139,0.971,10.683,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,1,False,006461.png,,,,0.31067,0.39286,0.475051,36.774,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
25,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.151,0.5629,52.6,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.167,7.737,1.489,0.905,10.442,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007415.png,,,,0.303664,0.384001,0.464339,36.774,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
26,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.1,0.5629,52.6,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.169,7.773,1.427,0.876,10.377,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,006154.png,,,,0.301768,0.381604,0.461439,36.774,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
27,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.037,0.5629,52.6,67.2,,31.0,0.17260265350341797,53.0,1485.0,nvml,0.198,7.773,1.104,1.14,10.391,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007336.png,,,,0.30219,0.382137,0.462084,36.774,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
28,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.581,0.5245,46.2,67.2,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.109,7.714,1.135,0.711,9.814,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006621.png,,,,0.275966,0.348327,0.420689,35.494,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
29,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.864,0.5245,46.2,67.2,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.11,7.77,1.197,0.88,10.074,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,38,True,006478.png,,,,0.283277,0.357556,0.431834,35.494,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
30,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.843,0.5245,46.2,67.2,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.116,8.007,1.228,1.587,11.122,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006352.png,,,,0.312765,0.394775,0.476785,35.494,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
31,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,11.341,0.5245,46.2,67.2,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.11,8.823,1.183,1.314,11.568,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,22,False,007230.png,,,,0.325298,0.410595,0.495891,35.494,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
32,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.919,0.5245,46.2,67.2,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.178,8.267,1.644,0.983,11.24,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007113.png,,,,0.31606,0.398935,0.481809,35.494,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
33,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,11.242,0.5098,43.8,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.154,8.178,1.732,1.289,11.564,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,37,False,007162.png,,,,0.321011,0.404886,0.488761,35.012,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
34,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,11.224,0.5098,43.8,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.126,8.274,1.806,1.101,11.534,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,23,True,007130.png,,,,0.320175,0.403832,0.487489,35.012,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
35,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.283,0.5098,43.8,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.204,7.756,1.513,0.993,10.634,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,False,006651.png,,,,0.295181,0.372307,0.449433,35.012,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
36,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.224,0.5098,43.8,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.252,7.862,1.492,0.849,10.637,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006282.png,,,,0.295275,0.372426,0.449577,35.012,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
37,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.144,0.5098,43.8,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.103,7.84,1.149,1.137,10.436,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,71,False,006034.png,,,,0.289704,0.365399,0.441094,35.012,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
38,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.795,0.4906,40.6,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.196,7.51,1.382,0.882,10.103,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,48,True,006519.png,,,,0.275605,0.347267,0.418929,34.372,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
39,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,11.647,0.4906,40.6,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.13,9.242,1.383,0.998,11.905,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,False,007441.png,,,,0.324754,0.409195,0.493637,34.372,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
40,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,11.3,0.4906,40.6,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.116,8.839,1.192,1.228,11.587,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,36,False,006438.png,,,,0.316071,0.398255,0.480438,34.372,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
41,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.261,0.4906,40.6,67.1,,31.0,0.17260265350341797,54.0,1485.0,nvml,0.226,7.953,1.536,0.752,10.636,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007456.png,,,,0.290126,0.365563,0.441001,34.372,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
42,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.039,0.5108,44.3,67.1,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.135,7.666,1.138,1.202,10.314,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,44,False,006904.png,,,,0.282348,0.355836,0.429325,34.502,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
43,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.411,0.5108,44.3,67.1,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.15,7.88,1.537,0.974,10.678,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,False,007445.png,,,,0.29234,0.36843,0.444519,34.502,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
44,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.898,0.5108,44.3,67.1,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.214,7.972,1.456,1.439,11.263,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,70,False,006746.png,,,,0.308328,0.388579,0.46883,34.502,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
45,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.809,0.5108,44.3,67.1,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.132,7.655,1.138,0.998,10.041,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,80,False,007151.png,,,,0.274876,0.346421,0.417965,34.502,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
46,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.736,0.5108,44.3,67.1,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.245,8.377,1.528,0.794,11.1,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,6,False,006946.png,,,,0.303879,0.382972,0.462065,34.502,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
47,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.614,0.5213,46.0,67.2,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.149,8.05,1.513,1.031,10.912,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,True,006617.png,,,,0.301529,0.380214,0.4589,34.844,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
48,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.458,0.5213,46.0,67.2,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.178,7.93,1.485,1.021,10.787,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,True,006434.png,,,,0.298074,0.375859,0.453643,34.844,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
49,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.932,0.5213,46.0,67.2,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.157,7.644,1.463,0.807,10.233,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,False,007063.png,,,,0.282771,0.356562,0.430353,34.844,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
50,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.702,0.5213,46.0,67.2,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.123,8.345,1.324,1.002,10.969,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,15,False,006080.png,,,,0.303095,0.38219,0.461284,34.844,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
51,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.799,0.5213,46.0,67.2,,30.0,0.17260265350341797,54.0,1485.0,nvml,0.167,8.075,1.947,0.754,11.076,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,2,False,006280.png,,,,0.306071,0.385943,0.465814,34.844,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
