run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
1,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,10.509,0.393,33.0,71.1,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.022,8.237,1.461,0.787,10.656,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,10.252,0.393,33.0,71.1,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.008,7.751,1.199,1.281,10.374,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,10.237,0.5822,64.5,71.2,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.009,7.682,1.559,0.976,10.395,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,10.259,0.5822,64.5,71.2,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.008,7.93,1.526,0.785,10.376,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.346,0.5682,62.2,71.1,,0.0,0.17211437225341797,63.0,1485.0,nvml,0.011,8.204,1.366,0.757,10.47,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.851,0.5682,62.2,71.1,,0.0,0.17211437225341797,63.0,1485.0,nvml,0.011,7.683,1.139,1.012,9.988,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,9.703,0.5594,60.7,71.2,,0.0,0.17211437225341797,63.0,1485.0,nvml,4.314,7.694,1.095,0.899,14.117,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.08,0.5594,60.7,71.2,,0.0,0.17211437225341797,63.0,1485.0,nvml,0.126,7.64,1.596,0.822,10.34,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,10.45,0.5594,60.7,71.2,,0.0,0.17211437225341797,63.0,1485.0,nvml,0.115,7.763,1.244,1.426,10.72,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,safety2,moderate,0.5,process_steady_v3,15,,SMALL,12.782,0.5778,63.8,71.1,,0.0,0.17260265350341797,63.0,1057.0,nvml,0.029,10.234,1.765,0.739,12.947,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,safety2,moderate,0.5,process_steady_v3,15,,MEDIUM,56.764,0.5778,63.8,71.1,,0.0,0.17260265350341797,63.0,1057.0,nvml,0.239,46.528,7.943,2.264,57.447,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,32,True,007377.png,,,,,,,,,,False
2,0,safety2,moderate,0.5,process_steady_v3,15,,MEDIUM,39.088,0.5828,63.3,71.1,,4.0,0.17260265350341797,63.0,1057.0,nvml,0.016,33.793,2.785,2.487,39.51,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,60,False,006587.png,,,,,,,,,,False
3,0,safety2,moderate,0.5,process_steady_v3,15,,MEDIUM,40.55,0.6043,65.8,71.2,,4.0,0.23510265350341797,63.0,1057.0,nvml,0.014,34.939,3.963,1.605,40.885,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,19,False,006905.png,,,,,,,,,,False
4,0,safety2,moderate,0.5,process_steady_v3,15,,MEDIUM,36.776,0.6043,65.8,71.2,,4.0,0.23510265350341797,63.0,1057.0,nvml,0.031,31.768,2.8,2.183,37.177,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,35,False,007244.png,,,,,,,,,,False
