run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
3,0,safety,burst,0.85,process_isolated_burst_v2,15,3,SMALL,11.976,0.7318,89.6,70.8,,0.0,0.17211437225341797,64.0,1485.0,nvml,0.013,8.372,2.516,1.064,12.167,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,safety,burst,0.85,process_isolated_burst_v2,15,4,SMALL,11.267,0.7318,89.6,70.8,,0.0,0.17211437225341797,64.0,1485.0,nvml,0.007,7.979,2.21,1.064,11.441,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,adaptive,burst,0.85,process_isolated_burst_v2,15,0,NANO,12.894,0.7463,92.0,70.8,,0.0,0.17260265350341797,64.0,945.0,nvml,0.134,11.234,1.046,0.597,13.158,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,3,True,006201.png,,,,,,,,,,False
1,0,adaptive,burst,0.85,process_isolated_burst_v2,15,1,NANO,7.781,0.7463,92.0,70.8,,0.0,0.17260265350341797,64.0,945.0,nvml,0.013,6.001,1.249,0.516,7.929,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007377.png,,,,,,,,,,False
2,0,adaptive,burst,0.85,process_isolated_burst_v2,15,2,NANO,9.096,0.7463,92.0,70.8,,0.0,0.17260265350341797,64.0,945.0,nvml,6.315,6.993,1.29,0.792,15.621,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,24,False,006587.png,,,,,,,,,,False
3,0,adaptive,burst,0.85,process_isolated_burst_v2,15,3,NANO,9.412,0.7463,92.0,70.8,,0.0,0.17260265350341797,64.0,945.0,nvml,0.174,6.956,1.783,0.626,9.757,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,006905.png,,,,,,,,,,False
4,0,adaptive,burst,0.85,process_isolated_burst_v2,15,4,NANO,9.077,0.6169,70.4,70.9,,0.0,0.17260265350341797,64.0,945.0,nvml,0.13,6.865,1.361,0.809,9.394,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,4,False,007244.png,,,,,,,,,,False
0,0,safety2,burst,0.85,process_isolated_burst_v2,15,0,SMALL,34.281,0.7636,94.8,71.0,,0.0,0.17260265350341797,63.0,540.0,nvml,0.013,29.38,2.74,2.14,34.536,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,safety2,burst,0.85,process_isolated_burst_v2,15,1,MEDIUM,171.3,0.7636,94.8,71.0,,0.0,0.17260265350341797,63.0,540.0,nvml,0.256,157.788,10.452,3.036,172.325,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,32,True,007377.png,,,,,,,,,,False
2,0,safety2,burst,0.85,process_isolated_burst_v2,15,2,MEDIUM,69.562,0.7764,91.1,71.3,,14.0,0.23510265350341797,63.0,510.0,nvml,0.017,62.168,3.871,3.503,70.349,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,60,False,006587.png,,,,,,,,,,False
3,0,safety2,burst,0.85,process_isolated_burst_v2,15,3,MEDIUM,36.603,0.89,85.7,71.3,,87.0,0.23510265350341797,63.0,1485.0,nvml,0.009,28.72,5.29,2.57,37.331,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,19,False,006905.png,,,,,,,,,,False
4,0,safety2,burst,0.85,process_isolated_burst_v2,15,4,MEDIUM,35.207,0.89,85.7,71.3,,87.0,0.23510265350341797,63.0,1485.0,nvml,0.007,28.602,3.811,2.77,36.046,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,35,False,007244.png,,,,,,,,,,False
